info,room,url,allinfo,unitprice,price,communityName
"建邺,奥体,举报","4室2厅,低楼层/共18层",https://nj.lianjia.com/ershoufang/103100485638.html,"4室2厅1厨4卫,低楼层 (共18层),237.5㎡,平层,暂无数据,板楼,东 西,钢混结构,毛坯,两梯两户,有,70年,2016-08-13,商品房,2012-12-27,普通住宅,满两年,非共有,已上传房本照片",34948,,"天正滨江花园,地图"
"鼓楼,湖南路,举报","2室1厅,中楼层/共6层",https://nj.lianjia.com/ershoufang/103100957425.html,"2室1厅1厨1卫,中楼层 (共6层),58.69㎡,平层,暂无数据,板楼,东,砖混结构,简装,一梯四户,暂无数据,70年,2017-02-07,房改房,2010-04-14,普通住宅,满五年,共有,已上传房本照片",28625,,"裴家桥小区,地图"
"雨花台,小行,举报","3室1厅,低楼层/共18层",https://nj.lianjia.com/ershoufang/103100947282.html,"3室1厅1厨1卫,低楼层 (共18层),88.34㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯三户,有,70年,2017-02-05,商品房,2010-07-01,普通住宅,满五年,非共有,已上传房本照片",33960,,"时光澔韵,地图"
"鼓楼,热河南路,举报","2室2厅,高楼层/共33层",https://nj.lianjia.com/ershoufang/103100840253.html,"2室2厅1厨1卫,高楼层 (共33层),122.55㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,三梯四户,有,70年,2016-12-18,商品房,2011-08-09,普通住宅,满五年,非共有,已上传房本照片",35904,,"世茂滨江新城,地图"
"江宁,将军大道,举报","3室2厅,低楼层/共6层",https://nj.lianjia.com/ershoufang/103100820445.html,"3室2厅1厨2卫,低楼层 (共6层),131.33㎡,平层,暂无数据,板楼,南 北,砖混结构,毛坯,一梯两户,暂无数据,70年,2016-12-11,商品房,2005-03-09,普通住宅,满五年,共有,已上传房本照片",19798,,"江南青年城绯云苑,地图"
"浦口,江浦街道,举报","3室2厅,低楼层/共6层",https://nj.lianjia.com/ershoufang/103100773422.html,"3室2厅1厨2卫,低楼层 (共6层),126.83㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,暂无数据,70年,2016-11-26,商品房,2006-01-16,普通住宅,满五年,共有,已上传房本照片",22708,,"新理想佳园,地图"
"浦口,桥北,举报","2室1厅,高楼层/共6层",https://nj.lianjia.com/ershoufang/103100771180.html,"2室1厅1厨1卫,高楼层 (共6层),82.11㎡,平层,70.49㎡,板楼,南 北,钢混结构,精装,一梯两户,暂无数据,70年,2016-11-26,商品房,2012-08-30,普通住宅,满五年,共有,已上传房本照片",25576,,"威尼斯水城第十街区,地图"
"江宁,百家湖,举报","3室2厅,高楼层/共6层",https://nj.lianjia.com/ershoufang/103100728577.html,"3室2厅1厨1卫,高楼层 (共6层),88.45㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯两户,暂无数据,70年,2016-11-11,商品房,2011-05-30,普通住宅,满五年,非共有,已上传房本照片",32900,,"双龙苑,地图"
"建邺,奥体,举报","3室2厅,高楼层/共28层",https://nj.lianjia.com/ershoufang/103100717199.html,"3室2厅1厨1卫,高楼层 (共28层),138.96㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯三户,有,70年,2016-11-07,商品房,2009-09-02,普通住宅,满五年,共有,已上传房本照片",45913,,"中泰国际广场,地图"
"鼓楼,龙江,举报","3室2厅,高楼层/共7层",https://nj.lianjia.com/ershoufang/103100716265.html,"3室2厅1厨1卫,高楼层 (共7层),84.65㎡,平层,暂无数据,板楼,南 北,砖混结构,简装,一梯两户,暂无数据,70年,2016-11-06,商品房,2000-10-25,普通住宅,满五年,非共有,已上传房本照片",58831,,"蓝天园,地图"
"江宁,百家湖,举报","4室2厅,高楼层/共6层",https://nj.lianjia.com/ershoufang/103100651244.html,"4室2厅1厨2卫,高楼层 (共6层),152.12㎡,跃层,137.34㎡,板楼,南 北,钢混结构,精装,一梯两户,暂无数据,70年,2016-10-16,商品房,2008-03-07,普通住宅,满五年,非共有,已上传房本照片",21694,,"百家湖西花园巴黎城,地图"
"建邺,茶南,举报","3室1厅,高楼层/共6层",https://nj.lianjia.com/ershoufang/103100610804.html,"3室1厅1厨1卫,高楼层 (共6层),75.33㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,暂无数据,70年,2016-10-03,房改房,1997-06-04,普通住宅,满五年,非共有,已上传房本照片",26285,,"拓园,地图"
"建邺,奥体,举报","4室2厅,中楼层/共18层",https://nj.lianjia.com/ershoufang/103100607458.html,"4室2厅1厨4卫,中楼层 (共18层),260.9㎡,暂无数据,暂无数据,板楼,南 北,钢混结构,毛坯,两梯两户,有,70年,2016-10-02,商品房,2012-12-24,普通住宅,满两年,共有,已上传房本照片",46762,,"天正滨江花园,地图"
"鼓楼,建宁路,举报","2室1厅,高楼层/共7层",https://nj.lianjia.com/ershoufang/103101561996.html,"2室1厅1厨1卫,高楼层 (共7层),67.82㎡,暂无数据,59.25㎡,板楼,南,钢混结构,简装,一梯两户,暂无数据,70年,2017-07-30,房改房,1999-11-26,普通住宅,满五年,非共有,已上传房本照片",22855,,"南堡新寓,地图"
"玄武,锁金村,举报","2室1厅,高楼层/共7层",https://nj.lianjia.com/ershoufang/103101539956.html,"2室1厅1厨1卫,高楼层 (共7层),60.92㎡,暂无数据,52.14㎡,板塔结合,南 北,钢混结构,简装,一梯两户,暂无数据,70年,2017-07-24,房改房,2012-05-08,普通住宅,满五年,共有,已上传房本照片",24623,,"花园路7号,地图"
"秦淮,月牙湖,举报","3室1厅,中楼层/共5层",https://nj.lianjia.com/ershoufang/103101538885.html,"3室1厅1厨1卫,中楼层 (共5层),68.4㎡,暂无数据,58㎡,板塔结合,南 北,钢混结构,毛坯,一梯两户,暂无数据,70年,2017-07-24,商品房,2006-08-08,普通住宅,满五年,非共有,已上传房本照片",25585,,"童卫路,地图"
"鼓楼,小市,举报","2室1厅,高楼层/共6层",https://nj.lianjia.com/ershoufang/103101528212.html,"2室1厅1厨1卫,高楼层 (共6层),58.14㎡,暂无数据,50.3㎡,板楼,南 北,砖混结构,精装,一梯两户,暂无数据,70年,2017-07-21,商品房,2006-04-07,普通住宅,满五年,共有,已上传房本照片",29240,,"小市村,地图"
"江宁,岔路口,举报","2室1厅,低楼层/共12层",https://nj.lianjia.com/ershoufang/103101521628.html,"2室1厅1厨1卫,低楼层 (共12层),90.18㎡,暂无数据,暂无数据,板楼,南,砖混结构,简装,一梯四户,有,70年,2017-07-19,商品房,2007-07-18,普通住宅,满五年,非共有,已上传房本照片",28832,,"武夷商城,地图"
"鼓楼,小市,举报","3室2厅,低楼层/共6层",https://nj.lianjia.com/ershoufang/103101478741.html,"3室2厅1厨1卫,低楼层 (共6层),95.21㎡,暂无数据,85.17㎡,板楼,南,钢混结构,其他,一梯两户,暂无数据,70年,2017-07-06,房改房,2002-10-16,普通住宅,满五年,共有,已上传房本照片",32560,,"紫霞公寓,地图"
"建邺,南苑,举报","2室1厅,高楼层/共6层",https://nj.lianjia.com/ershoufang/103101472391.html,"2室1厅1厨1卫,高楼层 (共6层),76.18㎡,暂无数据,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,暂无数据,70年,2017-07-04,房改房,2002-05-16,普通住宅,满五年,共有,已上传房本照片",29142,,"安泰村,地图"
"鼓楼,金陵小区,举报","2室1厅,高楼层/共11层",https://nj.lianjia.com/ershoufang/103101468976.html,"2室1厅1厨1卫,高楼层 (共11层),92.74㎡,暂无数据,76.17㎡,板楼,南,砖混结构,精装,一梯两户,有,70年,2017-07-03,经济适用房,2009-05-07,普通住宅,满五年,非共有,已上传房本照片",27820,,"幕府佳园,地图"
"浦口,桥北,举报","2室2厅,高楼层/共6层",https://nj.lianjia.com/ershoufang/103101456861.html,"2室2厅1厨1卫,高楼层 (共6层),92.46㎡,平层,82.35㎡,板楼,南 北,钢混结构,其他,一梯两户,暂无数据,70年,2017-06-30,商品房,2007-05-28,普通住宅,满五年,非共有,已上传房本照片",22821,,"大华锦绣华城桂美颂,地图"
"建邺,南湖,举报","3室1厅,低楼层/共7层",https://nj.lianjia.com/ershoufang/103101427402.html,"3室1厅1厨1卫,低楼层 (共7层),65.64㎡,暂无数据,57.15㎡,板楼,南,钢混结构,简装,一梯三户,有,70年,2017-06-21,商品房,2004-08-25,普通住宅,满五年,非共有,已上传房本照片",29708,,"长虹路203号,地图"
"浦口,桥北,举报","4室2厅,高楼层/共18层",https://nj.lianjia.com/ershoufang/103101399617.html,"4室2厅1厨1卫,高楼层 (共18层),115㎡,暂无数据,92.6㎡,板楼,南 北,钢混结构,其他,两梯两户,有,70年,2017-06-12,商品房,2012-09-06,普通住宅,满五年,非共有,已上传房本照片",28522,,"旭日爱上城第三区,地图"
"栖霞,万寿,举报","3室2厅,中楼层/共6层",https://nj.lianjia.com/ershoufang/103101390114.html,"3室2厅1厨2卫,中楼层 (共6层),136.13㎡,暂无数据,暂无数据,板塔结合,南 北,钢混结构,精装,一梯两户,暂无数据,70年,2017-06-09,商品房,2009-08-19,普通住宅,满五年,共有,已上传房本照片",26446,,"阳光雅居,地图"
"江宁,东山镇,举报","2室2厅,中楼层/共25层",https://nj.lianjia.com/ershoufang/103101382905.html,"2室2厅1厨1卫,中楼层 (共25层),76.01㎡,平层,56㎡,板塔结合,南,钢混结构,精装,两梯八户,有,70年,2017-06-07,商品房,2012-05-22,普通住宅,满五年,共有,已上传房本照片",28944,,"东渡国际青年城,地图"
"江宁,麒麟镇,举报","3室1厅,高楼层/共6层",https://nj.lianjia.com/ershoufang/103101203000.html,"3室1厅1厨1卫,高楼层 (共6层),90.48㎡,暂无数据,暂无数据,板楼,南,钢混结构,精装,一梯两户,暂无数据,70年,2017-04-13,商品房,2010-11-11,普通住宅,满五年,共有,已上传房本照片",21552,,"东郊小镇第四街区,地图"
"建邺,兴隆大街,举报","3室2厅,高楼层/共18层",https://nj.lianjia.com/ershoufang/103101196402.html,"3室2厅1厨2卫,高楼层 (共18层),132.04㎡,暂无数据,104.64㎡,板楼,南,钢混结构,精装,两梯四户,有,70年,2017-04-11,商品房,2012-09-19,普通住宅,满五年,非共有,已上传房本照片",49228,,"栖庭,地图"
"江宁,麒麟镇,举报","2室1厅,中楼层/共7层",https://nj.lianjia.com/ershoufang/103101195650.html,"2室1厅1厨1卫,中楼层 (共7层),39.54㎡,跃层,29.85㎡,板楼,北,钢混结构,简装,一梯二十四户,有,70年,2017-04-11,商品房,2010-08-07,普通住宅,满五年,共有,已上传房本照片",26303,,"东郊小镇邻里中心,地图"
"雨花台,能仁里,举报","3室1厅,高楼层/共7层",https://nj.lianjia.com/ershoufang/103101082346.html,"3室1厅1厨1卫,高楼层 (共7层),78.17㎡,平层,65.69㎡,板楼,南 北,砖混结构,简装,一梯两户,暂无数据,70年,2017-03-11,动迁安置房,2010-03-17,普通住宅,满五年,非共有,已上传房本照片",24946,,"龙福花园,地图"
"江宁,东山镇,举报","3室2厅,低楼层/共6层",https://nj.lianjia.com/ershoufang/103101056226.html,"3室2厅1厨2卫,低楼层 (共6层),126.28㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯两户,暂无数据,70年,2017-03-05,商品房,2008-08-13,普通住宅,满五年,非共有,已上传房本照片",27321,,"市政天元城,地图"
"栖霞,晓庄,举报","2室2厅,高楼层/共6层",https://nj.lianjia.com/ershoufang/103101366861.html,"2室2厅1厨1卫,高楼层 (共6层),88.51㎡,暂无数据,暂无数据,板塔结合,南 北,钢混结构,精装,一梯两户,暂无数据,70年,2017-06-02,商品房,2002-09-10,普通住宅,满五年,非共有,已上传房本照片",27116,,"城市绿洲花园,地图"
"鼓楼,小市,举报","3室1厅,中楼层/共6层",https://nj.lianjia.com/ershoufang/103101355584.html,"3室1厅1厨1卫,中楼层 (共6层),81.35㎡,暂无数据,暂无数据,板塔结合,西,钢混结构,精装,一梯四户,暂无数据,70年,2017-05-29,商品房,2003-08-26,普通住宅,满五年,非共有,已上传房本照片",25569,,"安怀新村,地图"
"玄武,红山,举报","3室2厅,高楼层/共6层",https://nj.lianjia.com/ershoufang/103101338975.html,"3室2厅1厨1卫,高楼层 (共6层),92.97㎡,暂无数据,84.97㎡,板楼,南,砖混结构,简装,一梯两户,暂无数据,70年,2017-05-24,商品房,2003-01-16,普通住宅,满五年,共有,已上传房本照片",29042,,"天然居,地图"
"江宁,岔路口,举报","4室2厅,中楼层/共7层",https://nj.lianjia.com/ershoufang/103101818860.html,"4室2厅1厨2卫,中楼层 (共7层),135.74㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,一梯两户,暂无数据,70年,2017-10-15,商品房,2006-12-14,普通住宅,满五年,共有,已上传房本照片",22838,,"南方花园B组团,地图"
"鼓楼,金陵小区,举报","4室2厅,高楼层/共5层",https://nj.lianjia.com/ershoufang/103101827350.html,"4室2厅1厨2卫,高楼层 (共5层),121.22㎡,跃层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,暂无数据,70年,2017-10-18,动迁安置房,2006-09-14,普通住宅,满五年,共有,已上传房本照片",29699,,"幕府佳园,地图"
"江宁,岔路口,举报","1室1厅,中楼层/共15层",https://nj.lianjia.com/ershoufang/103101759642.html,"1室1厅1厨1卫,中楼层 (共15层),60.92㎡,暂无数据,暂无数据,板楼,南,钢混结构,其他,两梯四户,有,70年,2017-09-25,商品房,2009-03-01,普通住宅,满五年,非共有,已上传房本照片",27414,,"南方花园枫彩园,地图"
"浦口,江浦街道,举报","1室1厅,高楼层/共11层",https://nj.lianjia.com/ershoufang/103101780955.html,"1室1厅1厨1卫,高楼层 (共11层),59.07㎡,平层,46.91㎡,板楼,南 北,钢混结构,其他,一梯两户,有,70年,2017-10-03,房改房,2013-11-18,普通住宅,满两年,非共有,已上传房本照片",23024,,"盛景华庭北苑,地图"
"鼓楼,热河南路,举报","1室1厅,中楼层/共7层",https://nj.lianjia.com/ershoufang/103101752456.html,"1室1厅1厨1卫,中楼层 (共7层),39.5㎡,平层,35.03㎡,板塔结合,南,砖混结构,毛坯,一梯三户,暂无数据,70年,2017-09-23,房改房,2012-05-29,普通住宅,满五年,共有,已上传房本照片",26836,,"百花小区,地图"
"栖霞,马群,举报","3室2厅,低楼层/共6层",https://nj.lianjia.com/ershoufang/103101757896.html,"3室2厅1厨1卫,低楼层 (共6层),103.56㎡,平层,92.49㎡,板楼,南,钢混结构,其他,一梯两户,暂无数据,70年,2017-09-24,商品房,2013-03-13,普通住宅,满两年,非共有,已上传房本照片",26652,,"天悦花园,地图"
"玄武,卫岗,举报","2室2厅,高楼层/共6层",https://nj.lianjia.com/ershoufang/103101757753.html,"2室2厅1厨1卫,高楼层 (共6层),86.75㎡,错层,76.95㎡,板楼,南 北,钢混结构,其他,一梯两户,暂无数据,70年,2017-09-24,商品房,2013-10-16,普通住宅,满两年,共有,已上传房本照片",31124,,"鸿信清新家园,地图"
"鼓楼,三牌楼,举报","2室1厅,高楼层/共6层",https://nj.lianjia.com/ershoufang/103101782072.html,"2室1厅1厨1卫,高楼层 (共6层),64.58㎡,平层,53.79㎡,板楼,南 北,砖混结构,简装,一梯四户,有,70年,2017-10-04,房改房,2010-01-18,普通住宅,满五年,非共有,已上传房本照片",26015,,"福建路,地图"
"江宁,麒麟镇,举报","3室2厅,低楼层/共7层",https://nj.lianjia.com/ershoufang/103101779025.html,"3室2厅1厨1卫,低楼层 (共7层),85.8㎡,平层,76.87㎡,板楼,南 北,钢混结构,其他,一梯两户,暂无数据,70年,2017-10-02,商品房,2014-03-10,普通住宅,满两年,共有,已上传房本照片",20746,,"东郊小镇第四街区,地图"
"秦淮,夫子庙,举报","2室1厅,中楼层/共6层",https://nj.lianjia.com/ershoufang/103101765131.html,"2室1厅1厨1卫,中楼层 (共6层),49.34㎡,平层,43㎡,板塔结合,南,钢混结构,其他,一梯三户,暂无数据,70年,2017-09-27,商品房,1999-11-02,普通住宅,满五年,非共有,已上传房本照片",32023,,"乌衣巷,地图"
"栖霞,迈皋桥,举报","2室1厅,中楼层/共7层",https://nj.lianjia.com/ershoufang/103101703431.html,"2室1厅1厨1卫,中楼层 (共7层),48.21㎡,暂无数据,41.85㎡,板楼,南 北,钢混结构,简装,一梯两户,暂无数据,70年,2017-09-08,商品房,2005-01-07,普通住宅,满五年,非共有,已上传房本照片",25929,,"迈皋桥街79号,地图"
"玄武,迈皋桥,举报","2室1厅,中楼层/共6层",https://nj.lianjia.com/ershoufang/103101735803.html,"2室1厅1厨1卫,中楼层 (共6层),41.28㎡,暂无数据,35.33㎡,板塔结合,南 北,钢混结构,简装,一梯两户,暂无数据,70年,2017-09-17,房改房,2001-08-10,普通住宅,满五年,非共有,已上传房本照片",25194,,"营苑西村,地图"
"秦淮,月牙湖,举报","2室2厅,中楼层/共9层",https://nj.lianjia.com/ershoufang/103101694400.html,"2室2厅1厨1卫,中楼层 (共9层),93.02㎡,暂无数据,76.61㎡,板楼,南,钢混结构,简装,一梯两户,有,70年,2017-09-06,商品房,2014-05-19,普通住宅,满两年,非共有,已上传房本照片",26876,,"万达紫金明珠,地图"
"秦淮,月牙湖,举报","3室2厅,低楼层/共9层",https://nj.lianjia.com/ershoufang/103101735532.html,"3室2厅1厨1卫,低楼层 (共9层),123.51㎡,平层,105.54㎡,板楼,南 北,钢混结构,简装,一梯两户,有,70年,2017-09-17,商品房,2015-07-02,普通住宅,满两年,共有,已上传房本照片",34411,,"万达紫金明珠,地图"
"江宁,岔路口,举报","1室1厅,高楼层/共10层",https://nj.lianjia.com/ershoufang/103101565204.html,"1室1厅1厨1卫,高楼层 (共10层),33.83㎡,暂无数据,22.96㎡,板楼,东 北,钢混结构,简装,一梯四十户,有,70年,2017-07-31,商品房,2014-07-30,普通住宅,满两年,非共有,已上传房本照片",22466,,"盈嘉青春渡,地图"
"浦口,桥北,举报","3室2厅,中楼层/共25层",https://nj.lianjia.com/ershoufang/103101570054.html,"3室2厅1厨1卫,中楼层 (共25层),108.47㎡,平层,81.49㎡,板楼,南,钢混结构,简装,两梯六户,有,70年,2017-08-02,商品房,2012-08-22,普通住宅,满五年,共有,已上传房本照片",22587,,"旭日爱上城一区,地图"
"秦淮,月牙湖,举报","1室0厅,高楼层/共10层",https://nj.lianjia.com/ershoufang/103100749044.html,"1室0厅1厨1卫,高楼层 (共10层),30.19㎡,平层,22.46㎡,板楼,东,钢混结构,精装,一梯三十四户,有,70年,2016-11-18,商品房,2010-08-03,普通住宅,满五年,非共有,已上传房本照片",27824,,"万达紫金明珠,地图"
"建邺,汉中门大街,举报","4室2厅,中楼层/共6层",https://nj.lianjia.com/ershoufang/103100888504.html,"4室2厅1厨2卫,中楼层 (共6层),154.41㎡,暂无数据,142.46㎡,板塔结合,南 北,砖混结构,简装,一梯两户,暂无数据,70年,2017-01-03,房改房,2014-04-15,普通住宅,满两年,共有,已上传房本照片",34001,,"莫愁家园,地图"
"秦淮,月牙湖,举报","2室1厅,中楼层/共10层",https://nj.lianjia.com/ershoufang/103101359799.html,"2室1厅1厨1卫,中楼层 (共10层),81.05㎡,平层,暂无数据,板楼,南,砖混结构,精装,一梯三户,有,70年,2017-05-31,商品房,2008-04-23,普通住宅,满五年,共有,已上传房本照片",30846,,"鸿意星城,地图"
"浦口,江浦街道,举报","3室3厅,高楼层/共6层",https://nj.lianjia.com/ershoufang/103101435595.html,"3室3厅1厨2卫,高楼层 (共6层),90.31㎡,暂无数据,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,暂无数据,70年,2017-06-23,商品房,2007-03-01,普通住宅,满五年,非共有,已上传房本照片",22146,,"城南新村,地图"
"秦淮,洪家园,举报","4室1厅,高楼层/共6层",https://nj.lianjia.com/ershoufang/103101509544.html,"4室1厅1厨2卫,高楼层 (共6层),96.2㎡,暂无数据,暂无数据,板楼,南 北,钢混结构,简装,一梯一户,暂无数据,70年,2017-07-15,房改房,2004-11-15,普通住宅,满五年,非共有,已上传房本照片",27859,,"双桥新村,地图"
"秦淮,月牙湖,举报","3室2厅,高楼层/共6层",https://nj.lianjia.com/ershoufang/103101502433.html,"3室2厅1厨2卫,高楼层 (共6层),131.71㎡,暂无数据,117.8㎡,板塔结合,南,钢混结构,简装,一梯两户,暂无数据,70年,2017-07-13,商品房,2007-02-27,普通住宅,满五年,共有,已上传房本照片",26194,,"三金福邸,地图"
"鼓楼,凤凰西街,举报","4室2厅,低楼层/共7层",https://nj.lianjia.com/ershoufang/103101500244.html,"4室2厅1厨2卫,低楼层 (共7层),139.31㎡,暂无数据,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,暂无数据,70年,2017-07-13,商品房,1999-05-21,普通住宅,满五年,共有,已上传房本照片",44506,,"凤凰花园城静幽园,地图"
"建邺,南湖,举报","2室1厅,高楼层/共7层",https://nj.lianjia.com/ershoufang/103101535896.html,"2室1厅1厨1卫,高楼层 (共7层),78.95㎡,暂无数据,70.05㎡,板楼,南 北,砖混结构,简装,一梯两户,暂无数据,70年,2017-07-23,房改房,2010-12-31,普通住宅,满五年,非共有,已上传房本照片",30399,,"金贸新村,地图"
"鼓楼,金陵小区,举报","3室1厅,高楼层/共7层",https://nj.lianjia.com/ershoufang/103101158703.html,"3室1厅1厨1卫,高楼层 (共7层),73.43㎡,平层,65.18㎡,板楼,南 北,砖混结构,简装,一梯三户,暂无数据,70年,2017-03-31,商品房,2007-04-23,普通住宅,满五年,非共有,已上传房本照片",21790,,"金陵新七村,地图"
"浦口,桥北,举报","3室2厅,低楼层/共34层",https://nj.lianjia.com/ershoufang/103101155754.html,"3室2厅1厨1卫,低楼层 (共34层),95.76㎡,平层,75.35㎡,塔楼,南,钢混结构,其他,两梯六户,有,70年,2017-03-30,商品房,2009-12-19,普通住宅,满五年,共有,已上传房本照片",22244,,"明发滨江新城三期,地图"
"浦口,浦口其它,举报","2室2厅,低楼层/共6层",https://nj.lianjia.com/ershoufang/103101130362.html,"2室2厅1厨1卫,低楼层 (共6层),85.2㎡,平层,76.24㎡,板楼,南 北,钢混结构,简装,一梯两户,暂无数据,70年,2017-03-23,商品房,2009-09-21,普通住宅,满五年,非共有,已上传房本照片",17371,,"裕民家园,地图"
"江宁,麒麟镇,举报","3室2厅,中楼层/共18层",https://nj.lianjia.com/ershoufang/103101130232.html,"3室2厅1厨2卫,中楼层 (共18层),137.7㎡,暂无数据,114.83㎡,板塔结合,南 北,钢混结构,精装,两梯三户,有,70年,2017-03-23,商品房,2010-01-04,普通住宅,满五年,非共有,已上传房本照片",21787,,"银河湾花园,地图"
"鼓楼,龙江,举报","2室2厅,高楼层/共18层",https://nj.lianjia.com/ershoufang/103101103290.html,"2室2厅1厨2卫,高楼层 (共18层),48.34㎡,暂无数据,39.32㎡,塔楼,北,钢混结构,精装,两梯十八户,有,70年,2017-03-16,商品房,2010-01-10,普通住宅,满五年,非共有,已上传房本照片",49649,,"新城市广场,地图"
"秦淮,新街口,举报","1室1厅,高楼层/共25层",https://nj.lianjia.com/ershoufang/103101511017.html,"1室1厅1厨1卫,高楼层 (共25层),48.03㎡,暂无数据,33.76㎡,板楼,西北,钢混结构,其他,两梯十四户,有,70年,2017-07-16,商品房,2013-06-08,普通住宅,满两年,共有,已上传房本照片",35811,,"朗诗熙园,地图"
"秦淮,大光路,举报","3室1厅,低楼层/共15层",https://nj.lianjia.com/ershoufang/103101692935.html,"3室1厅1厨1卫,低楼层 (共15层),110.77㎡,暂无数据,95㎡,板楼,南 北,钢混结构,其他,两梯两户,有,70年,2017-09-05,商品房,2006-11-05,普通住宅,满五年,共有,已上传房本照片",45139,,"香格里拉东苑,地图"
"江宁,岔路口,举报","1室1厅,高楼层/共18层",https://nj.lianjia.com/ershoufang/103101822113.html,"1室1厅1厨1卫,高楼层 (共18层),42.29㎡,平层,41㎡,板塔结合,西,钢混结构,简装,四梯二十七户,有,70年,2017-10-16,商品房,2006-05-10,普通住宅,满五年,非共有,已上传房本照片",21992,,"天地新城天柱座,地图"
"秦淮,新街口,举报","2室1厅,低楼层/共7层",https://nj.lianjia.com/ershoufang/103101170588.html,"2室1厅1厨1卫,低楼层 (共7层),48.33㎡,平层,39.38㎡,板楼,南 北,砖混结构,简装,一梯四户,暂无数据,70年,2017-04-04,房改房,2014-12-13,普通住宅,满两年,非共有,已上传房本照片",33106,,"小火瓦巷,地图"
"鼓楼,三牌楼,举报","2室2厅,中楼层/共7层",https://nj.lianjia.com/ershoufang/103101729702.html,"2室2厅1厨1卫,中楼层 (共7层),72.54㎡,暂无数据,暂无数据,板楼,南,砖混结构,其他,一梯两户,暂无数据,70年,2017-09-16,商品房,2011-09-01,普通住宅,满五年,非共有,已上传房本照片",26882,,"紫竹苑小区,地图"
"鼓楼,华侨路,举报","2室1厅,高楼层/共7层",https://nj.lianjia.com/ershoufang/103101745533.html,"2室1厅1厨1卫,高楼层 (共7层),72.36㎡,平层,63.74㎡,板楼,东 西,砖混结构,精装,一梯两户,暂无数据,70年,2017-09-21,房改房,2015-04-03,普通住宅,满两年,非共有,已上传房本照片",38696,,"清凉山庄,地图"
"鼓楼,定淮门大街,举报","3室1厅,中楼层/共5层",https://nj.lianjia.com/ershoufang/103101729107.html,"3室1厅1厨1卫,中楼层 (共5层),74.41㎡,平层,65.77㎡,板楼,南 北,砖混结构,其他,一梯两户,暂无数据,70年,2017-09-16,商品房,2013-10-24,普通住宅,满两年,非共有,已上传房本照片",44349,,"新河二村,地图"
"江宁,麒麟镇,举报","2室1厅,高楼层/共6层",https://nj.lianjia.com/ershoufang/103101801602.html,"2室1厅1厨1卫,高楼层 (共6层),85.22㎡,暂无数据,75.64㎡,板塔结合,南 北,钢混结构,其他,一梯两户,暂无数据,70年,2017-10-10,商品房,2007-08-02,普通住宅,满五年,非共有,已上传房本照片",19597,,"东郊小镇第一街区,地图"
"秦淮,新街口,举报","2室1厅,中楼层/共9层",https://nj.lianjia.com/ershoufang/103101817277.html,"2室1厅1厨1卫,中楼层 (共9层),66.21㎡,平层,47.91㎡,板塔结合,南 北,钢混结构,其他,一梯两户,有,70年,2017-10-15,房改房,1997-10-01,普通住宅,满五年,非共有,已上传房本照片",31718,,"秣陵路,地图"
"栖霞,迈皋桥,举报","3室1厅,高楼层/共6层",https://nj.lianjia.com/ershoufang/103101740514.html,"3室1厅1厨2卫,高楼层 (共6层),69.81㎡,暂无数据,59.59㎡,板楼,南,钢混结构,其他,一梯两户,暂无数据,70年,2017-09-19,房改房,2015-01-05,普通住宅,满两年,非共有,已上传房本照片",22920,,"兴贤佳园,地图"
"栖霞,仙林,举报","1室1厅,中楼层/共15层",https://nj.lianjia.com/ershoufang/103101609543.html,"1室1厅1厨1卫,中楼层 (共15层),48.78㎡,暂无数据,30.9㎡,塔楼,南,钢混结构,精装,两梯十一户,有,70年,2017-08-12,商品房,2011-06-11,普通住宅,满五年,共有,已上传房本照片",27881,,"赛世香樟园,地图"
"江宁,岔路口,举报","2室2厅,高楼层/共6层",https://nj.lianjia.com/ershoufang/103101820155.html,"2室2厅1厨1卫,高楼层 (共6层),87.51㎡,平层,87.51㎡,板塔结合,南 北,钢混结构,其他,一梯两户,暂无数据,70年,2017-10-16,商品房,2006-02-23,普通住宅,满五年,共有,已上传房本照片",26283,,"天地新城天玑座,地图"
"江宁,九龙湖,举报","2室1厅,中楼层/共11层",https://nj.lianjia.com/ershoufang/103101298746.html,"2室1厅1厨1卫,中楼层 (共11层),53.55㎡,暂无数据,41.95㎡,板塔结合,南,钢混结构,精装,一梯四户,有,70年,2017-05-12,商品房,2014-07-08,普通住宅,满两年,非共有,已上传房本照片",32120,,"中粮彩云居,地图"
